IND, PLAYER, TEAM, AGE, GP, W, L, MIN, PTS, FGM, FGA, FG%, 3PM, 3PA, 3P%, FTM, FTA, FT%, OREB, DREB, REB, AST, TOV, STL, BLK, PF, FP, DD2, TD3, plus_minus
1, Joel Embiid , PHI, 30, 37, 29, 8, 33.6, 34.7, 11.6, 21.8, 53.1, 1.2, 3.3, 37.4, 10.3, 11.7, 88.2, 2.5, 8.5, 11.0, 5.5, 3.8, 1.2, 1.7, 2.9, 60.9, 28.0, 2.0, 6.2
2, Luka Doncic , DAL, 25, 68, 44, 24, 37.5, 33.9, 11.5, 23.6, 48.8, 4.0, 10.5, 38.2, 6.9, 8.7, 78.6, 0.8, 8.4, 9.2, 9.8, 4.0, 1.5, 0.5, 2.1, 61.6, 48.0, 20.0, 4.3
3, Giannis Antetokounmpo , MIL, 29, 72, 44, 28, 35.3, 30.7, 11.5, 18.9, 61.1, 0.5, 1.7, 27.4, 7.1, 10.8, 65.8, 2.7, 8.9, 11.6, 6.5, 3.4, 1.2, 1.1, 2.9, 57.7, 57.0, 10.0, 4.5
4, Shai Gilgeous-Alexander , OKC, 25, 71, 51, 20, 34.4, 30.3, 10.7, 19.9, 53.9, 1.3, 3.5, 36.5, 7.5, 8.6, 87.2, 0.9, 4.7, 5.5, 6.3, 2.2, 2.1, 0.9, 2.5, 53.1, 8.0, 0.0, 7.6
5, Jalen Brunson , NYK, 27, 73, 45, 28, 35.3, 28.2, 10.1, 21.2, 47.7, 2.7, 6.7, 39.4, 5.3, 6.3, 84.2, 0.6, 3.1, 3.6, 6.7, 2.5, 0.9, 0.2, 1.9, 43.5, 8.0, 0.0, 6.4
6, Kevin Durant , PHX, 35, 71, 41, 30, 37.1, 27.4, 10.1, 19.1, 52.7, 2.3, 5.4, 41.8, 5.0, 5.8, 85.6, 0.5, 6.2, 6.7, 5.2, 3.3, 0.9, 1.2, 1.8, 46.4, 14.0, 1.0, 3.8
7, Devin Booker , PHX, 27, 64, 40, 24, 35.8, 27.3, 9.6, 19.4, 49.5, 2.2, 6.1, 36.4, 5.9, 6.6, 88.5, 0.8, 3.8, 4.6, 7.0, 2.6, 0.9, 0.4, 3.0, 44.7, 13.0, 0.0, 4.6
8, Jayson Tatum , BOS, 26, 72, 57, 15, 35.8, 27.0, 9.1, 19.4, 47.2, 3.1, 8.2, 37.8, 5.7, 6.8, 83.4, 0.9, 7.3, 8.2, 4.9, 2.6, 1.0, 0.6, 2.0, 46.4, 25.0, 0.0, 9.0
9, De'Aaron Fox , SAC, 26, 70, 41, 29, 35.8, 26.5, 9.7, 20.9, 46.3, 2.8, 7.8, 36.5, 4.3, 5.8, 73.6, 1.0, 3.6, 4.6, 5.6, 2.6, 2.0, 0.4, 2.6, 45.1, 6.0, 0.0, 3.1
10, Stephen Curry , GSW, 36, 71, 41, 30, 32.7, 26.5, 8.8, 19.6, 44.8, 4.8, 11.8, 40.3, 4.1, 4.5, 92.4, 0.5, 3.9, 4.4, 5.0, 2.8, 0.7, 0.3, 1.6, 39.6, 7.0, 0.0, 2.5
11, Donovan Mitchell , CLE, 27, 53, 34, 19, 35.3, 26.4, 9.1, 19.7, 46.1, 3.3, 8.9, 36.5, 5.0, 5.8, 86.3, 0.8, 4.3, 5.1, 6.0, 2.8, 1.8, 0.5, 2.2, 45.8, 6.0, 0.0, 5.9
12, Nikola Jokic , DEN, 29, 75, 52, 23, 34.6, 26.4, 10.4, 18.0, 57.8, 1.0, 3.0, 34.7, 4.6, 5.6, 82.3, 2.8, 9.6, 12.4, 9.0, 3.0, 1.3, 0.9, 2.4, 58.3, 64.0, 25.0, 8.5
13, Trae Young , ATL, 25, 51, 22, 29, 36.5, 26.4, 8.2, 19.3, 42.6, 3.3, 8.9, 37.1, 6.6, 7.8, 85.6, 0.4, 2.3, 2.7, 10.8, 4.3, 1.4, 0.2, 2.1, 46.4, 35.0, 0.0, -2.2
14, Anthony Edwards , MIN, 22, 75, 52, 23, 35.1, 25.9, 9.1, 19.9, 45.9, 2.4, 6.7, 36.0, 5.3, 6.3, 83.1, 0.7, 4.8, 5.5, 5.1, 3.1, 1.3, 0.5, 1.8, 42.8, 9.0, 0.0, 6.2
15, Tyrese Maxey , PHI, 23, 68, 41, 27, 37.6, 25.9, 9.1, 20.3, 44.8, 3.0, 8.1, 37.0, 4.7, 5.4, 87.0, 0.5, 3.2, 3.7, 6.3, 1.7, 1.0, 0.5, 2.1, 42.5, 9.0, 0.0, 4.1
16, Kyrie Irving , DAL, 32, 56, 37, 19, 34.9, 25.8, 9.8, 19.7, 49.6, 3.0, 7.2, 41.0, 3.3, 3.7, 90.7, 0.8, 4.2, 5.0, 5.1, 1.8, 1.3, 0.4, 1.9, 42.7, 5.0, 0.0, 4.3
17, LeBron James , LAL, 39, 68, 39, 29, 35.1, 25.4, 9.5, 17.8, 53.6, 2.1, 5.2, 41.3, 4.2, 5.6, 74.6, 0.8, 6.4, 7.2, 8.2, 3.4, 1.2, 0.5, 1.1, 48.1, 25.0, 4.0, 3.1
18, Ja Morant , MEM, 24, 9, 6, 3, 35.3, 25.1, 8.9, 18.9, 47.1, 1.6, 5.7, 27.5, 5.8, 7.1, 81.3, 0.7, 4.9, 5.6, 8.1, 3.0, 0.8, 0.6, 2.1, 44.9, 3.0, 0.0, 1.2
19, Damian Lillard , MIL, 33, 70, 46, 24, 35.4, 24.5, 7.5, 17.6, 42.5, 3.1, 8.6, 35.5, 6.5, 7.1, 92.1, 0.5, 3.9, 4.4, 7.0, 2.6, 1.0, 0.2, 1.9, 41.4, 12.0, 0.0, 5.3
20, Anthony Davis , LAL, 31, 74, 43, 31, 35.5, 24.5, 9.3, 16.8, 55.4, 0.4, 1.4, 28.0, 5.5, 6.7, 81.6, 3.1, 9.5, 12.6, 3.5, 2.1, 1.2, 2.4, 2.3, 53.5, 62.0, 2.0, 1.8
21, Julius Randle , NYK, 29, 46, 29, 17, 35.4, 24.0, 8.6, 18.2, 47.2, 1.7, 5.3, 31.1, 5.1, 6.6, 78.1, 2.2, 7.0, 9.2, 5.0, 3.5, 0.5, 0.3, 2.7, 41.4, 18.0, 1.0, 4.7
22, LaMelo Ball , CHA, 22, 22, 7, 15, 32.3, 23.9, 8.3, 19.2, 43.3, 3.2, 9.0, 35.5, 4.1, 4.7, 86.5, 1.3, 3.8, 5.1, 8.0, 3.8, 1.8, 0.2, 3.6, 44.3, 7.0, 1.0, -6.3
23, Desmond Bane , MEM, 25, 42, 14, 28, 34.4, 23.7, 8.6, 18.5, 46.4, 3.3, 8.6, 38.1, 3.3, 3.8, 87.0, 0.9, 3.5, 4.4, 5.5, 2.7, 1.0, 0.5, 2.9, 39.2, 3.0, 0.0, -4.8
24, Kawhi Leonard , LAC, 32, 68, 44, 24, 34.3, 23.7, 9.0, 17.1, 52.5, 2.1, 4.9, 41.7, 3.7, 4.2, 88.5, 1.2, 4.9, 6.1, 3.6, 1.8, 1.6, 0.9, 1.4, 42.2, 4.0, 1.0, 5.8
25, DeMar DeRozan , CHI, 34, 76, 36, 40, 37.7, 23.6, 8.1, 16.9, 47.6, 0.9, 2.8, 32.1, 6.6, 7.7, 85.5, 0.5, 3.8, 4.3, 5.3, 1.7, 1.1, 0.6, 2.1, 40.0, 7.0, 0.0, -0.9
26, Jaylen Brown , BOS, 27, 68, 52, 16, 33.5, 23.3, 9.0, 18.0, 50.2, 2.1, 5.9, 36.1, 3.1, 4.4, 70.4, 1.2, 4.4, 5.5, 3.6, 2.3, 1.2, 0.5, 2.6, 38.0, 5.0, 1.0, 6.7
27, Lauri Markkanen , UTA, 26, 55, 22, 33, 33.1, 23.2, 7.8, 16.2, 48.0, 3.2, 8.0, 39.9, 4.5, 5.0, 89.9, 2.2, 5.9, 8.2, 2.0, 1.4, 0.9, 0.5, 1.8, 38.8, 19.0, 0.0, 0.4
28, Zion Williamson , NOP, 23, 66, 39, 27, 31.4, 22.9, 8.9, 15.4, 58.0, 0.1, 0.2, 35.7, 5.0, 7.1, 69.7, 1.8, 4.1, 5.8, 5.0, 2.7, 1.0, 0.7, 2.3, 39.6, 12.0, 0.0, 1.8
29, Paul George , LAC, 33, 72, 47, 25, 34.1, 22.8, 7.9, 16.9, 47.0, 3.3, 8.1, 41.0, 3.6, 3.9, 90.5, 0.5, 4.8, 5.3, 3.6, 2.0, 1.5, 0.5, 2.8, 38.5, 3.0, 0.0, 6.1
30, Cade Cunningham , DET, 22, 62, 9, 53, 33.5, 22.7, 8.5, 18.8, 44.9, 1.9, 5.4, 35.5, 3.8, 4.4, 86.9, 0.5, 3.8, 4.3, 7.5, 3.4, 0.9, 0.4, 2.5, 39.4, 14.0, 0.0, -5.6
31, Anfernee Simons , POR, 24, 46, 11, 35, 34.4, 22.6, 7.8, 18.2, 43.0, 3.4, 8.8, 38.5, 3.5, 3.9, 91.6, 0.5, 3.2, 3.6, 5.5, 2.7, 0.5, 0.1, 2.1, 34.3, 3.0, 0.0, -7.2
32, Paolo Banchero , ORL, 21, 76, 45, 31, 34.9, 22.6, 8.0, 17.5, 45.9, 1.5, 4.4, 34.3, 5.0, 6.9, 72.1, 1.0, 5.8, 6.8, 5.3, 3.1, 0.9, 0.6, 2.0, 40.2, 14.0, 2.0, 0.4
33, Jaren Jackson Jr. , MEM, 24, 66, 22, 44, 32.2, 22.5, 7.8, 17.6, 44.4, 1.8, 5.5, 32.0, 5.1, 6.3, 80.8, 1.3, 4.2, 5.5, 2.3, 2.4, 1.2, 1.6, 3.6, 38.7, 5.0, 0.0, -5.2
34, Dejounte Murray , ATL, 27, 75, 34, 41, 35.6, 22.4, 8.6, 18.7, 45.9, 2.6, 7.1, 36.4, 2.7, 3.4, 79.8, 0.7, 4.5, 5.3, 6.4, 2.5, 1.4, 0.3, 1.7, 41.0, 19.0, 0.0, -1.6
35, Cam Thomas , BKN, 22, 63, 22, 41, 31.3, 22.2, 7.9, 17.9, 44.2, 2.1, 5.9, 35.7, 4.3, 5.0, 85.2, 0.4, 2.8, 3.3, 2.9, 1.9, 0.7, 0.2, 2.1, 31.5, 0.0, 0.0, -3.0
36, Kyle Kuzma , WAS, 28, 70, 13, 57, 32.6, 22.2, 8.7, 18.8, 46.3, 2.2, 6.4, 33.6, 2.7, 3.4, 77.5, 0.9, 5.7, 6.6, 4.2, 2.7, 0.5, 0.7, 2.2, 37.4, 14.0, 0.0, -8.0
37, Karl-Anthony Towns , MIN, 28, 60, 41, 19, 32.8, 22.1, 7.9, 15.5, 50.6, 2.2, 5.3, 42.3, 4.2, 4.8, 87.4, 1.5, 6.9, 8.4, 3.0, 2.8, 0.7, 0.7, 3.3, 38.0, 22.0, 0.0, 5.7
38, Pascal Siakam , IND, 30, 77, 36, 41, 33.4, 21.7, 8.5, 15.9, 53.3, 1.1, 3.1, 34.0, 3.7, 5.0, 73.1, 1.7, 5.4, 7.1, 4.4, 1.8, 0.8, 0.3, 2.4, 38.3, 15.0, 1.0, 1.1
39, Victor Wembanyama , SAS, 20, 69, 17, 52, 29.5, 21.3, 7.7, 16.5, 46.5, 1.8, 5.5, 32.6, 4.2, 5.2, 79.7, 2.3, 8.4, 10.7, 3.8, 3.7, 1.3, 3.6, 2.2, 50.6, 42.0, 2.0, -2.1
40, Miles Bridges , CHA, 26, 66, 16, 50, 37.9, 21.3, 8.2, 17.8, 46.0, 2.3, 6.7, 34.8, 2.5, 3.1, 82.0, 1.0, 6.4, 7.5, 3.4, 2.0, 1.0, 0.5, 1.7, 37.7, 19.0, 0.0, -8.8
41, Alperen Sengun , HOU, 21, 63, 29, 34, 32.5, 21.1, 8.4, 15.6, 53.7, 0.5, 1.8, 29.7, 3.9, 5.6, 69.3, 2.9, 6.4, 9.3, 5.0, 2.6, 1.2, 0.7, 3.3, 43.0, 29.0, 2.0, 0.8
42, Jimmy Butler , MIA, 34, 56, 30, 26, 34.1, 21.1, 6.7, 13.5, 49.4, 1.0, 2.4, 40.1, 6.8, 7.8, 86.5, 1.8, 3.5, 5.3, 4.9, 1.7, 1.3, 0.3, 1.2, 38.0, 5.0, 1.0, 3.7
43, Jerami Grant , POR, 30, 54, 17, 37, 33.9, 21.0, 7.1, 15.7, 45.1, 2.1, 5.1, 40.2, 4.7, 5.8, 81.7, 0.7, 2.9, 3.5, 2.8, 2.1, 0.8, 0.6, 2.2, 31.7, 1.0, 0.0, -6.5
44, Brandon Ingram , NOP, 26, 63, 38, 25, 33.0, 20.9, 7.8, 16.0, 49.0, 1.3, 3.8, 35.6, 3.9, 4.9, 80.1, 0.7, 4.4, 5.1, 5.8, 2.6, 0.8, 0.6, 2.3, 37.4, 3.0, 1.0, 3.2
45, Jamal Murray , DEN, 27, 55, 41, 14, 31.9, 20.8, 7.9, 16.6, 47.5, 2.3, 5.6, 42.0, 2.7, 3.2, 85.6, 0.7, 3.4, 4.1, 6.7, 2.1, 0.9, 0.6, 1.8, 38.3, 11.0, 0.0, 4.7
46, Tyler Herro , MIA, 24, 38, 20, 18, 33.3, 20.7, 7.8, 17.7, 43.9, 3.2, 8.0, 39.8, 1.9, 2.3, 83.1, 0.5, 4.8, 5.3, 4.3, 2.1, 0.8, 0.1, 1.4, 34.0, 2.0, 0.0, -0.3
47, Kristaps Porzingis , BOS, 28, 56, 43, 13, 29.7, 20.2, 6.8, 13.2, 51.8, 1.9, 5.1, 37.5, 4.6, 5.4, 85.7, 1.7, 5.5, 7.2, 2.0, 1.6, 0.8, 1.9, 2.8, 38.4, 13.0, 0.0, 7.7
48, Tyrese Haliburton , IND, 24, 66, 38, 28, 32.3, 20.1, 7.2, 15.3, 47.4, 2.8, 7.8, 36.6, 2.8, 3.2, 86.4, 0.5, 3.4, 3.9, 10.9, 2.3, 1.2, 0.7, 1.1, 44.5, 42.0, 1.0, 4.0
49, Mikal Bridges , BKN, 27, 79, 31, 48, 35.2, 20.0, 7.0, 16.1, 43.8, 2.7, 7.3, 37.3, 3.2, 4.0, 81.3, 0.8, 3.8, 4.6, 3.7, 2.1, 1.0, 0.4, 1.4, 33.3, 3.0, 0.0, -2.2
50, Jalen Green , HOU, 22, 78, 38, 40, 31.9, 19.9, 6.9, 16.3, 42.5, 2.4, 7.3, 33.3, 3.6, 4.5, 80.8, 0.5, 4.6, 5.2, 3.6, 2.3, 0.8, 0.4, 1.4, 32.8, 7.0, 1.0, 0.5
51, RJ Barrett , TOR, 23, 56, 26, 30, 31.7, 19.9, 7.4, 15.1, 49.0, 1.6, 4.3, 36.6, 3.5, 5.0, 70.9, 0.9, 4.5, 5.4, 3.3, 2.1, 0.5, 0.4, 2.2, 31.9, 1.0, 0.0, -2.4
52, Scottie Barnes , TOR, 22, 60, 22, 38, 34.9, 19.9, 7.5, 15.7, 47.5, 1.7, 4.9, 34.1, 3.3, 4.2, 78.1, 2.4, 5.9, 8.2, 6.1, 2.8, 1.3, 1.5, 2.0, 44.2, 25.0, 4.0, -2.4
53, Terry Rozier , MIA, 30, 61, 22, 39, 33.4, 19.8, 7.2, 16.4, 44.3, 2.4, 6.7, 36.3, 2.8, 3.2, 86.9, 0.6, 3.5, 4.0, 5.6, 1.7, 1.0, 0.3, 1.7, 35.4, 4.0, 0.0, -4.8
54, Franz Wagner , ORL, 22, 70, 43, 27, 32.4, 19.6, 7.3, 15.1, 48.2, 1.3, 4.6, 28.3, 3.7, 4.4, 84.5, 1.0, 4.3, 5.3, 3.8, 1.9, 1.0, 0.4, 2.3, 33.9, 0.0, 0.0, 2.7
55, Bam Adebayo , MIA, 26, 67, 37, 30, 34.2, 19.6, 7.6, 14.6, 51.9, 0.2, 0.5, 34.3, 4.3, 5.7, 75.5, 2.3, 8.4, 10.7, 4.0, 2.3, 1.1, 1.0, 2.3, 42.3, 42.0, 2.0, 0.6
56, Domantas Sabonis , SAC, 27, 78, 45, 33, 35.8, 19.5, 7.8, 13.1, 59.5, 0.4, 1.1, 37.8, 3.6, 5.1, 70.3, 3.6, 10.2, 13.8, 8.3, 3.3, 0.9, 0.6, 3.0, 49.7, 74.0, 26.0, 0.8
57, Jalen Williams , OKC, 22, 67, 47, 20, 31.7, 19.5, 7.7, 14.2, 54.0, 1.5, 3.5, 43.1, 2.7, 3.3, 81.3, 0.6, 3.4, 4.0, 4.6, 1.8, 1.1, 0.6, 2.6, 34.7, 3.0, 0.0, 4.9
58, CJ McCollum , NOP, 32, 62, 39, 23, 32.5, 19.5, 7.2, 15.8, 45.4, 3.4, 8.3, 41.5, 1.7, 2.1, 82.4, 0.6, 3.8, 4.3, 4.6, 1.7, 0.9, 0.6, 1.9, 34.6, 2.0, 0.0, 3.3
59, Zach LaVine , CHI, 29, 25, 10, 15, 34.9, 19.5, 6.8, 15.0, 45.2, 2.4, 6.8, 34.9, 3.5, 4.1, 85.4, 0.3, 4.8, 5.2, 3.9, 2.1, 0.8, 0.3, 2.3, 33.0, 1.0, 0.0, -3.7
60, Devin Vassell , SAS, 23, 68, 17, 51, 33.1, 19.5, 7.3, 15.5, 47.2, 2.4, 6.6, 37.2, 2.4, 3.0, 80.1, 0.4, 3.4, 3.8, 4.1, 1.6, 1.1, 0.3, 1.1, 32.8, 0.0, 0.0, -4.3
61, Coby White , CHI, 24, 75, 35, 40, 36.4, 18.9, 6.7, 15.2, 44.3, 2.7, 7.1, 37.9, 2.8, 3.3, 84.3, 0.6, 4.1, 4.6, 5.1, 2.1, 0.7, 0.2, 2.4, 32.7, 5.0, 0.0, -0.7
62, Collin Sexton , UTA, 25, 78, 29, 49, 26.6, 18.7, 6.5, 13.3, 48.7, 1.6, 4.2, 39.4, 4.1, 4.7, 85.9, 0.9, 1.7, 2.6, 4.9, 2.1, 0.8, 0.2, 2.0, 30.2, 4.0, 0.0, -1.8
63, D'Angelo Russell , LAL, 28, 73, 44, 29, 32.5, 18.2, 6.6, 14.3, 45.9, 3.0, 7.2, 41.9, 2.1, 2.5, 82.1, 0.4, 2.8, 3.2, 6.3, 2.1, 0.9, 0.5, 2.0, 33.5, 10.0, 0.0, 2.3
64, Darius Garland , CLE, 24, 55, 29, 26, 33.5, 18.1, 6.6, 14.9, 44.6, 2.3, 6.2, 36.8, 2.6, 3.1, 83.5, 0.5, 2.1, 2.6, 6.5, 3.1, 1.3, 0.1, 1.7, 32.4, 6.0, 0.0, 1.6
65, Nikola Vucevic , CHI, 33, 73, 35, 38, 34.1, 17.6, 7.5, 15.8, 47.6, 1.2, 4.1, 28.7, 1.4, 1.7, 82.3, 2.8, 7.8, 10.6, 3.4, 1.6, 0.7, 0.8, 2.5, 38.2, 43.0, 0.0, -2.5
66, Klay Thompson , GSW, 34, 74, 39, 35, 29.6, 17.6, 6.3, 14.7, 43.0, 3.4, 8.9, 38.4, 1.6, 1.7, 92.1, 0.4, 2.9, 3.3, 2.3, 1.5, 0.6, 0.4, 1.7, 26.7, 0.0, 0.0, -0.2
67, Bradley Beal , PHX, 30, 49, 30, 19, 33.1, 17.6, 6.9, 13.7, 50.5, 1.8, 4.4, 41.0, 2.0, 2.5, 79.3, 1.0, 3.2, 4.2, 5.1, 2.5, 1.0, 0.4, 2.4, 31.9, 3.0, 0.0, 1.5
68, Jordan Poole , WAS, 24, 77, 15, 62, 30.0, 17.3, 6.2, 15.1, 41.3, 2.3, 7.2, 32.5, 2.5, 2.8, 87.6, 0.4, 2.3, 2.7, 4.4, 2.4, 1.1, 0.3, 3.1, 29.0, 4.0, 0.0, -7.1
69, Tobias Harris , PHI, 31, 67, 38, 29, 33.9, 17.2, 6.6, 13.6, 48.6, 1.3, 3.7, 35.1, 2.7, 3.0, 87.7, 1.1, 5.3, 6.4, 3.1, 1.4, 1.0, 0.6, 1.7, 33.1, 8.0, 0.0, 2.6
70, Brandon Miller , CHA, 21, 71, 17, 54, 32.4, 17.2, 6.5, 14.7, 43.9, 2.5, 6.6, 37.0, 1.9, 2.3, 81.5, 0.8, 3.5, 4.3, 2.4, 1.8, 0.9, 0.6, 2.5, 28.6, 1.0, 0.0, -6.7
71, Jordan Clarkson , UTA, 31, 55, 22, 33, 30.6, 17.1, 6.1, 14.8, 41.3, 1.7, 5.6, 29.4, 3.2, 3.7, 88.1, 0.9, 2.5, 3.4, 5.0, 2.7, 0.6, 0.1, 1.5, 28.4, 6.0, 1.0, -3.5
72, Bogdan Bogdanovic , ATL, 31, 75, 35, 40, 30.4, 16.9, 6.0, 14.0, 43.0, 3.1, 8.1, 37.7, 1.9, 2.0, 91.4, 0.7, 2.8, 3.5, 3.1, 1.4, 1.2, 0.3, 2.3, 29.1, 1.0, 0.0, 2.3
73, Michael Porter Jr. , DEN, 25, 77, 54, 23, 31.8, 16.9, 6.5, 13.3, 48.7, 2.8, 6.9, 40.2, 1.1, 1.4, 82.9, 1.3, 5.7, 7.1, 1.5, 1.1, 0.5, 0.6, 1.9, 30.0, 14.0, 0.0, 5.6
74, Myles Turner , IND, 28, 74, 43, 31, 27.1, 16.9, 6.1, 11.8, 51.8, 1.5, 4.2, 35.4, 3.2, 4.1, 78.0, 1.5, 5.4, 6.9, 1.3, 1.4, 0.5, 1.9, 3.1, 32.8, 16.0, 0.0, 2.6
75, Immanuel Quickley , TOR, 24, 66, 28, 38, 29.1, 16.8, 5.7, 13.0, 43.5, 2.5, 6.3, 39.5, 3.0, 3.5, 84.5, 0.2, 3.5, 3.8, 4.8, 1.4, 0.7, 0.1, 1.7, 29.7, 8.0, 0.0, -0.4
76, Fred VanVleet , HOU, 30, 71, 37, 34, 36.7, 16.8, 5.6, 13.6, 41.2, 3.0, 7.9, 37.7, 2.6, 3.0, 85.9, 0.4, 3.3, 3.7, 8.1, 1.7, 1.4, 0.8, 2.5, 38.2, 20.0, 0.0, 2.1
77, James Harden , LAC, 34, 71, 46, 25, 34.6, 16.7, 4.9, 11.5, 42.9, 2.6, 6.8, 38.3, 4.2, 4.8, 88.0, 0.5, 4.7, 5.2, 8.6, 2.6, 1.1, 0.8, 1.8, 38.9, 23.0, 3.0, 4.0
78, Chet Holmgren , OKC, 21, 78, 53, 25, 29.8, 16.6, 6.2, 11.7, 52.7, 1.6, 4.3, 37.1, 2.7, 3.4, 79.5, 1.5, 6.3, 7.9, 2.5, 1.6, 0.6, 2.4, 2.4, 37.1, 23.0, 0.0, 4.8
79, Deandre Ayton , POR, 25, 52, 14, 38, 32.5, 16.5, 7.6, 13.3, 57.3, 0.0, 0.1, 16.7, 1.2, 1.5, 82.1, 3.3, 7.9, 11.2, 1.7, 1.8, 1.0, 0.8, 2.0, 36.0, 30.0, 0.0, -5.4
80, Jarrett Allen , CLE, 25, 74, 44, 30, 31.7, 16.4, 6.6, 10.6, 62.7, 0.0, 0.1, 0.0, 3.1, 4.1, 75.0, 3.1, 7.4, 10.6, 2.7, 1.6, 0.7, 1.1, 1.9, 36.8, 40.0, 0.0, 2.5
81, Jonathan Kuminga , GSW, 21, 71, 37, 34, 26.3, 16.4, 6.3, 11.8, 53.3, 0.7, 2.3, 31.9, 3.0, 4.1, 74.2, 1.3, 3.6, 4.8, 2.1, 1.7, 0.7, 0.5, 2.3, 27.3, 5.0, 0.0, 1.8
82, Jalen Johnson , ATL, 22, 55, 27, 28, 33.9, 16.1, 6.4, 12.6, 50.8, 1.3, 3.6, 35.2, 1.9, 2.7, 72.8, 1.3, 7.4, 8.7, 3.6, 1.8, 1.2, 0.9, 2.4, 36.3, 19.0, 1.0, -1.1
83, Shaedon Sharpe , POR, 20, 32, 8, 24, 33.1, 15.9, 5.5, 13.6, 40.6, 1.9, 5.6, 33.3, 3.1, 3.7, 82.4, 1.3, 3.7, 5.0, 2.9, 2.3, 0.9, 0.4, 2.8, 27.8, 1.0, 0.0, -7.7
84, Evan Mobley , CLE, 22, 47, 27, 20, 30.8, 15.9, 6.5, 11.1, 58.3, 0.4, 1.1, 37.7, 2.5, 3.5, 70.9, 2.2, 7.2, 9.5, 3.2, 1.8, 0.9, 1.4, 2.7, 37.3, 21.0, 0.0, 0.3
85, Austin Reaves , LAL, 25, 79, 45, 34, 32.2, 15.8, 5.5, 11.5, 48.2, 1.8, 5.1, 35.9, 2.9, 3.4, 86.1, 0.7, 3.7, 4.4, 5.6, 2.2, 0.8, 0.3, 1.8, 30.5, 9.0, 1.0, -0.4
86, Malcolm Brogdon , POR, 31, 39, 15, 24, 28.7, 15.7, 5.6, 12.7, 44.0, 2.1, 5.1, 41.2, 2.4, 3.0, 81.9, 0.7, 3.1, 3.8, 5.5, 1.5, 0.7, 0.2, 1.5, 29.7, 4.0, 0.0, -2.1
87, Keldon Johnson , SAS, 24, 69, 17, 52, 29.5, 15.7, 5.7, 12.5, 45.4, 1.8, 5.3, 34.6, 2.5, 3.2, 79.2, 1.4, 4.1, 5.5, 2.8, 1.4, 0.7, 0.3, 2.2, 28.1, 9.0, 0.0, -5.0
88, De'Andre Hunter , ATL, 26, 54, 26, 28, 29.3, 15.7, 5.4, 11.5, 46.6, 2.1, 5.3, 39.2, 2.9, 3.4, 84.3, 0.5, 3.3, 3.8, 1.5, 1.5, 0.7, 0.3, 2.5, 24.0, 2.0, 0.0, -0.4
89, Bojan Bogdanovic , NYK, 34, 53, 16, 37, 26.6, 15.6, 5.6, 12.2, 45.6, 2.4, 6.0, 39.6, 2.2, 2.7, 78.6, 0.4, 2.4, 2.8, 1.8, 1.8, 0.5, 0.1, 1.8, 21.6, 1.0, 0.0, -6.5
90, Derrick White , BOS, 29, 71, 58, 13, 32.7, 15.4, 5.4, 11.6, 46.5, 2.7, 6.8, 40.0, 1.9, 2.1, 90.1, 0.7, 3.6, 4.3, 5.2, 1.5, 1.0, 1.2, 2.1, 33.5, 5.0, 1.0, 9.3
91, Kelly Oubre Jr. , PHI, 28, 65, 37, 28, 30.4, 15.4, 5.7, 12.9, 44.4, 1.5, 4.8, 31.4, 2.5, 3.3, 74.7, 1.4, 3.6, 5.0, 1.5, 1.3, 1.2, 0.6, 2.9, 27.9, 4.0, 0.0, -0.8
92, Malik Monk , SAC, 26, 72, 42, 30, 26.0, 15.4, 5.5, 12.4, 44.3, 2.1, 5.9, 35.0, 2.4, 2.8, 82.9, 0.4, 2.6, 2.9, 5.1, 2.1, 0.6, 0.5, 2.2, 28.1, 2.0, 0.0, 0.1
93, Jaden Ivey , DET, 22, 73, 13, 60, 28.8, 15.4, 5.4, 12.6, 42.9, 1.6, 4.7, 33.0, 3.0, 4.0, 76.1, 1.1, 2.4, 3.5, 3.8, 2.4, 0.7, 0.5, 2.7, 26.8, 2.0, 0.0, -4.5
94, Donte DiVincenzo , NYK, 27, 77, 46, 31, 28.4, 15.4, 5.4, 12.2, 44.1, 3.5, 8.7, 40.5, 1.1, 1.4, 74.5, 0.8, 2.8, 3.6, 2.6, 1.4, 1.3, 0.5, 2.1, 27.5, 0.0, 0.0, 2.0
95, Keegan Murray , SAC, 23, 73, 42, 31, 33.5, 15.1, 5.7, 12.5, 45.8, 2.3, 6.5, 35.6, 1.3, 1.6, 82.2, 1.3, 4.0, 5.4, 1.7, 0.9, 1.0, 0.8, 2.7, 28.7, 7.0, 0.0, 1.8
96, John Collins , UTA, 26, 68, 27, 41, 28.0, 15.1, 5.8, 11.0, 53.2, 1.3, 3.4, 37.1, 2.2, 2.7, 79.5, 2.3, 6.1, 8.5, 1.1, 1.4, 0.6, 0.9, 2.8, 30.0, 24.0, 0.0, -4.5
97, Khris Middleton , MIL, 32, 52, 30, 22, 26.9, 15.0, 5.8, 11.7, 49.0, 1.7, 4.6, 38.0, 1.8, 2.2, 83.0, 0.8, 3.9, 4.6, 5.2, 2.2, 0.9, 0.3, 2.6, 29.9, 5.0, 1.0, 2.9
